term,fresh freq,plot freq,rotten freq,fresh rank,rotten rank,sum freq,z score
stamp,1,1,0,5803,849,2,0.5486931224611112
underwood,0,1,0,823,850,1,0.0
pitt,0,2,0,824,851,2,0.0
sequel,15,3,16,13092,13129,34,-0.2768524118695062
keener,1,1,0,5804,852,2,0.6070785792252262
pierce,2,1,0,9979,853,3,1.0010334649686208
seven,1,2,3,5805,11323,6,-0.5625403198844737
low,10,1,28,12861,13269,39,-2.1014527520663475
steven,11,3,7,12924,12614,21,0.7914106272053619
arty,0,1,0,825,854,1,0.0
digitally,1,2,1,5806,5901,4,-0.022670318925309723
director,83,5,62,13401,13382,150,1.4178400494136558
budget,8,1,12,12685,13000,21,-0.7610457997502419
videotape,0,1,1,826,5902,2,-0.7546850701520038
risen,0,1,0,827,855,1,0.0
points,10,2,12,12862,13001,24,-0.3732121082473655
natives,0,1,0,828,856,1,0.0
avenge,0,2,0,829,857,2,0.0
anglo,0,1,0,830,858,1,0.0
draft,0,1,3,831,11324,4,-0.9289465170765748
riots,0,1,0,832,859,1,0.0
five,5,7,9,12145,12824,21,-0.7044111375024147
setting,3,2,4,11157,11910,9,-0.27364904614613317
saxon,0,1,0,833,860,1,0.0
conflicts,0,1,1,834,5903,2,-0.5948840613770221
immigrants,0,1,0,835,861,1,0.0
demonic,0,1,1,836,5904,2,-0.7116509424657389
ship,1,8,6,5807,12442,15,-1.134095449463705
inhabited,1,1,0,5808,862,2,0.7251669070859249
creature,4,2,0,11780,863,6,1.457842821725007
happen,5,5,2,12146,10132,12,0.7956874317893757
towing,0,2,0,837,864,2,0.0
antonia,0,2,0,838,865,2,0.0
liner,0,1,1,839,5905,2,-0.689426927944066
claim,2,2,0,9980,866,4,0.6003425368971844
italian,1,1,4,5809,11911,6,-0.8381547987834137
adrift,0,2,1,840,5906,3,-0.6620026214391634
uninhabited,0,1,0,841,867,1,0.0
graza,0,2,0,842,868,2,
missing,6,2,7,12373,12615,15,-0.2714441771066601
ghost,4,2,6,11781,12443,12,-0.5996792788155431
salvagers,0,2,0,843,869,2,
passenger,0,1,0,844,870,1,0.0
once,24,9,24,13237,13228,57,-0.10208242788994552
vessel,0,1,1,845,5907,2,-0.5864977935872927
bering,0,1,0,846,871,1,0.0
repairing,0,1,1,847,5908,2,-0.7407927864551797
series,14,2,28,13058,13270,44,-1.6764812734619188
ocurrences,0,2,0,848,872,2,0.0
bizarre,7,4,4,12551,11912,15,0.7795553496841959
floating,0,3,1,849,5909,4,-0.5919834637242919
begin,1,7,6,5810,12444,14,-1.2332491185249617
guard,0,2,0,850,873,2,0.0
infiltrates,0,1,0,851,874,1,0.0
us,71,5,36,13392,13321,112,1.71870504691202
worth,31,3,14,13285,13083,48,2.1447396837854806
apparently,0,1,7,852,12616,8,-1.979209771808583
undercover,7,3,2,12552,10133,12,1.496470597632527
morris,0,1,0,853,875,1,0.0
gold,3,2,1,11158,5910,6,0.370726193273711
seagal,0,2,15,854,13106,17,-0.9273364943337571
overweight,1,1,1,5811,5911,3,-0.022725709641571612
leading,1,1,2,5812,10134,4,-0.27173250670591576
inmate,0,1,0,855,876,1,0.0
cop,8,6,8,12686,12731,22,-0.06959320599896142
row,1,1,0,5813,877,2,0.3612666600448291
ja,0,3,1,856,5912,4,-0.5148537100140596
infiltrate,0,2,0,857,878,2,0.0
mastermind,0,1,0,858,879,1,0.0
usually,4,1,4,11782,11913,9,-0.02716262381427507
rule,1,4,1,5814,5913,6,-0.009507714889772584
too,42,5,147,13337,13425,194,-6.896321964931862
motion,6,2,5,12374,12220,13,0.1774676088717218
crooks,0,2,1,859,5914,3,-0.7449741044012513
donny,0,1,0,860,880,1,-3.253408993998643e-16
chestnut,0,1,0,861,881,1,0.0
tech,1,1,1,5815,5915,3,-0.0076925469421825834
whereabouts,0,2,0,862,882,2,0.0
persuade,0,1,0,863,883,1,0.0
reveal,4,2,0,11783,884,6,1.4551326525487092
late,4,4,5,11784,12221,13,-0.2421197167177145
retaliating,0,1,0,864,885,1,0.0
alcatraz,0,1,1,865,5916,2,-0.6832406089939753
fights,4,1,1,11785,5917,6,1.1520012923077276
lunatic,0,1,2,866,10135,3,-0.9121913235284979
dollars,0,1,2,867,10136,3,-0.6218516152095828
because,33,8,30,13303,13286,71,0.16946804760329662
hid,0,1,0,868,886,1,0.0
inmates,0,3,1,869,5918,4,-0.7415214522797838
broadcast,0,1,1,870,5919,2,-0.4516414082399681
publicity,0,1,0,871,887,1,0.0
win,6,6,3,12375,11325,15,0.5907023719396047
believe,6,4,15,12376,13107,25,-1.5203918688182625
alive,4,4,2,11786,10137,10,0.6116404810553369
myers,2,1,4,9981,11914,7,-0.7476525100457423
teens,3,1,6,11159,12445,10,-0.6415682027539441
contest,1,1,3,5816,11326,5,-0.705068562514291
internet,1,2,1,5817,5920,4,-0.0047186286873833385
frightfully,0,1,0,872,888,1,0.0
danger,1,3,0,5818,889,4,0.49628079125142155
alan,1,1,0,5819,890,2,0.41966152744488316
chamber,3,3,3,11160,11327,9,-0.03348383830212491
stone,4,2,0,11787,891,6,1.0682788376903118
malfoy,0,3,0,873,892,3,0.0
secrets,9,5,5,12779,12222,19,0.9012521217710047
hated,1,1,1,5820,5921,3,-0.02203704220348235
parsel,0,1,0,874,893,1,
slytherin,0,2,0,875,894,2,0.0
malevolent,0,1,0,876,895,1,0.0
mudbloods,0,1,0,877,896,1,
emma,0,2,0,878,897,2,0.0
coltrane,0,1,0,879,898,1,0.0
voices,0,1,3,880,11328,4,-1.2320490636661245
tom,6,7,8,12377,12732,21,-0.45707684302517554
radcliffe,1,2,0,5821,899,3,0.720590985715799
continue,0,1,0,881,900,1,0.0
ron,0,3,1,882,5922,4,-0.48486004778369757
whisper,0,1,0,883,901,1,0.0
potter,10,5,3,12863,11329,18,1.5667416663550415
becoming,6,2,6,12378,12446,14,-0.05278619441465761
draco,0,1,0,884,902,1,0.0
petrified,0,2,0,885,903,2,0.0
warning,0,1,3,886,11330,4,-0.7702923486058434
monster,6,3,7,12379,12617,16,-0.30124565477465093
understand,0,1,3,887,11331,4,-0.7541549500617066
dreadful,2,1,5,9982,12223,8,-1.1207202111766874
ignores,0,1,0,888,904,1,0.0
visited,0,1,0,889,905,1,0.0
lockhart,0,1,0,890,906,1,0.0
descendent,0,1,0,891,907,1,0.0
daniel,3,2,0,11161,908,5,0.9463689539416458
awaits,0,1,0,892,909,1,0.0
strangely,7,1,5,12553,12224,13,0.5064931452701414
muggle,0,1,0,893,910,1,0.0
lord,2,2,0,9983,911,4,0.5601034672078445
rupert,0,2,0,894,912,2,0.0
tongue,5,1,1,12147,5923,7,1.3032969627321926
told,12,1,8,12983,12733,21,0.6395978764810656
elf,0,3,0,895,913,3,0.0
suspects,0,2,2,896,10138,4,-1.0673678402402376
feared,0,1,0,897,914,1,0.0
defense,0,3,1,898,5924,4,-0.3369236931120431
wizardry,1,4,1,5822,5925,6,-0.024999563135853903
granger,0,1,0,899,915,1,0.0
weasly,0,1,0,900,916,1,
opened,0,1,0,901,917,1,-1.9735870820765698e-15
staff,0,2,0,902,918,2,0.0
snakes,0,1,0,903,919,1,0.0
warned,0,3,1,904,5926,4,-0.6673641324588355
gamekeeper,0,1,0,905,920,1,0.0
grint,0,2,0,906,921,2,0.0
knows,14,1,4,13059,11915,19,1.9408772380444437
flying,3,1,0,11162,922,4,1.0868751048042045
rickman,0,1,0,907,923,1,0.0
turned,1,5,7,5823,12618,13,-1.5243838339422238
teacher,0,3,0,908,924,3,0.0
lurking,0,1,1,909,5927,2,-0.7352285392594152
voldemort,0,1,0,910,925,1,0.0
diary,2,1,0,9984,926,3,0.8392127415328714
snape,0,2,0,911,927,2,0.0
felton,0,1,0,912,928,1,0.0
expelled,0,1,0,913,929,1,0.0
joined,1,3,0,5824,930,4,0.2696349704215506
salazar,0,1,0,914,931,1,0.0
besides,0,1,3,915,11332,4,-1.2138177989075938
riddle,0,1,0,916,932,1,0.0
arts,0,1,1,917,5928,2,-0.20871176981001727
gilderoy,0,1,0,918,933,1,0.0
disliked,0,2,0,919,934,2,0.0
weasley,0,2,0,920,935,2,0.0
keeps,13,2,9,13028,12825,24,0.7194679299677617
disaster,1,4,7,5825,12619,12,-1.7023929400784423
happenings,0,1,0,921,936,1,0.0
trio,0,1,1,922,5929,2,-0.620204616360551
worried,0,2,0,923,937,2,0.0
branagh,1,1,0,5826,938,2,0.5293290918989872
everyone,17,7,14,13141,13084,38,0.36484991068986355
ride,29,2,6,13274,12447,37,3.2910076030390085
kenneth,1,1,0,5827,939,2,0.5500114349743367
families,5,3,1,12148,5930,9,0.9598736839039278
survival,1,4,1,5828,5931,6,-0.01604888805981572
second,16,8,10,13110,12888,34,0.7126486688271138
escapes,1,5,1,5829,5932,7,-0.02327257862702143
hagrid,0,2,0,924,940,2,0.0
watson,0,3,1,925,5933,4,-0.5972322279649896
walls,0,3,0,926,941,3,0.0
speak,5,1,1,12149,5934,7,1.0738300946826198
dobby,0,3,0,927,942,3,0.0
invade,0,1,0,928,943,1,0.0
hermione,0,1,0,929,944,1,0.0
adventures,2,3,1,9985,5935,6,0.3849352786396119
witchcraft,1,2,0,5830,945,3,0.7299538546179618
slytherins,0,1,0,930,946,1,0.0
seems,24,7,35,13238,13314,66,-1.4269265167108058
bargained,0,1,0,931,947,1,0.0
culprit,1,1,1,5831,5936,3,-0.02457421553072209
hogwarts,2,10,0,9986,948,12,0.8947197596471558
students,0,2,0,932,949,2,5.878882529978926e-15
robbie,0,1,0,933,950,1,0.0
honor,3,2,0,11163,951,5,1.1036330493211617
value,5,1,5,12150,12225,11,-0.025777549252342873
bulge,1,1,0,5832,952,2,0.7115828555678729
thrust,1,1,1,5833,5937,3,-0.02175486592979384
uses,9,3,2,12780,10139,14,1.3979091704040925
commonplace,0,1,0,934,953,1,0.0
unaware,0,1,1,935,5938,2,-0.7487408012723131
wilhelm,0,1,0,936,954,1,0.0
munitions,0,1,0,937,955,1,0.0
hero,11,3,7,12925,12620,21,0.8047551312447795
captors,0,1,0,938,956,1,0.0
ss,0,1,0,939,957,1,0.0
planning,0,2,1,940,5939,3,-0.2111810909688778
orchestrates,0,2,0,941,958,2,0.0
resolve,0,1,0,942,959,1,0.0
watchful,0,1,0,943,960,1,0.0
generation,12,1,5,12984,12226,18,1.308762669906195
carry,7,1,0,12554,961,8,1.746464731291925
country,4,3,3,11788,11333,10,0.12695874702315926
fourth,2,2,1,9987,5940,5,0.32355128872150013
enlisting,0,1,0,944,962,1,0.0
black,11,5,18,12926,13168,34,-0.8330860883194313
trading,0,1,0,945,963,1,0.0
mcnamara,0,4,0,946,964,4,0.0
commands,0,1,1,947,5941,2,-0.46764068770340445
itself,26,4,34,13254,13309,64,-1.0757618649905507
major,4,3,10,11789,12889,17,-0.9819159881325165
tribunal,0,1,0,948,965,1,0.0
camp,5,8,4,12151,11916,17,0.20589458270263877
destroy,1,3,0,5834,966,4,0.5478010300584283
racist,0,1,3,949,11334,4,-1.2925858862303612
brutal,3,2,1,11164,5942,6,0.8232242525749052
weigh,0,1,0,950,967,1,0.0
highest,1,1,1,5835,5943,3,-0.010458892718117537
col,0,1,0,951,968,1,0.0
moment,6,3,8,12380,12734,17,-0.48351333119992174
visser,0,2,0,952,969,2,0.0
pows,0,1,0,953,970,1,0.0
front,3,1,1,11165,5944,5,0.38079871802249937
defend,1,2,0,5836,971,3,0.5955545541306196
lt,0,2,0,954,972,2,0.0
eye,16,3,5,13111,12227,24,1.8335763697375567
charges,0,1,0,955,973,1,0.0
pow,1,1,1,5837,5945,3,-0.02273473307857314
pilots,0,1,0,956,974,1,-9.025673887815302e-16
silently,0,1,0,957,975,1,0.0
germans,0,1,0,958,976,1,0.0
lieutenant,1,4,0,5838,977,5,0.6813592216925297
imprisoned,0,2,0,959,978,2,0.0
cunning,0,1,0,960,979,1,0.0
accused,2,4,0,9988,980,6,0.9486215547699715
unwitting,0,1,0,961,981,1,0.0
nearby,0,1,0,962,982,1,0.0
administrative,0,1,0,963,983,1,0.0
stalag,1,1,0,5839,984,2,0.41598082503540207
sergeant,0,2,0,964,985,2,0.0
william,1,1,0,5840,986,2,0.2641588684118305
martial,2,1,1,9989,5946,4,0.42617169246123887
risky,2,1,0,9990,987,3,1.0279362916857904
tommy,1,1,0,5841,988,2,0.5564159183507966
giving,8,3,6,12687,12448,17,0.36167719141457094
german,1,4,0,5842,989,5,0.2775493204718151
men,9,11,13,12781,13049,33,-0.570826444737318
captured,1,3,1,5843,5947,5,-0.018677995854058813
obviously,1,1,8,5844,12735,10,-1.8996968306991875
distracted,0,1,0,965,990,1,0.0
collapses,1,2,4,5845,11917,7,-1.2610367524880184
want,20,4,15,13193,13108,39,0.4595746895067324
motives,0,1,0,966,991,1,0.0
giovanni,0,1,0,967,992,1,0.0
trilogy,1,1,1,5846,5948,3,-0.02148516977179487
bomb,0,3,2,968,10140,5,-0.9544111501646325
awry,0,2,1,969,5949,3,-0.6436947085090267
disappointed,5,1,5,12152,12228,11,-0.054059534643576254
building,2,1,3,9991,11335,6,-0.19138330052037178
italy,0,3,0,970,993,3,0.0
soul,11,2,3,12927,11336,16,1.645366882600343
fails,3,2,16,11166,13130,21,-2.644285530167056
cate,0,1,0,971,994,1,0.0
widow,0,1,0,972,995,1,0.0
heaven,13,1,4,13029,11918,18,1.8263111033403758
blanchett,2,1,0,9992,996,3,0.6767317612282133
turin,0,3,0,973,997,3,0.0
deserves,9,1,7,12782,12621,17,0.41600780663512116
changing,8,3,1,12688,5950,12,1.656541444970886
descends,0,1,1,974,5951,2,-0.6690294161196522
stanley,1,1,0,5847,998,2,0.5418136930724469
believes,1,3,0,5848,999,4,0.5036030757793301
filipo,0,1,0,975,1000,1,
changes,2,1,2,9993,10141,5,-0.012765090342922811
twyker,1,1,0,5849,1001,2,
deaths,0,1,0,976,1002,1,0.0
lax,0,1,1,977,5952,2,-0.7509032186017065
translator,0,1,0,978,1003,1,0.0
bleak,4,1,1,11790,5953,6,1.19046086271177
retribution,0,1,0,979,1004,1,-3.3622101187732175e-16
terroristic,0,1,0,980,1005,1,0.0
installment,1,1,5,5850,12229,7,-1.4775870307663839
redemption,4,1,3,11791,11337,8,0.31045383672641563
corruption,0,1,0,981,1006,1,0.0
questioned,0,1,0,982,1007,1,0.0
existence,0,4,1,983,5954,5,-0.4807727473341763
ribisi,1,1,1,5851,5955,3,-0.025416188712001322
tries,5,6,17,12153,13148,28,-2.409955808649215
helms,0,1,0,984,1008,1,0.0
information,2,4,0,9994,1009,6,0.13840756787422334
krzysztof,0,1,0,985,1010,1,0.0
outlook,0,1,0,986,1011,1,0.0
fugitives,0,1,0,987,1012,1,0.0
hears,0,2,0,988,1013,2,0.0
office,4,1,2,11792,10142,7,0.23819028056291194
conceives,0,1,0,989,1014,1,0.0
kieslowski,2,2,3,9995,11338,7,-0.4830440208849152
supposedly,2,1,2,9996,10143,5,-0.03356055811205122
unlikely,5,4,2,12154,10144,11,0.9506104320113676
elude,0,1,0,990,1015,1,0.0
i,124,2,189,13421,13435,315,-2.2682602615961636
unfortunately,1,2,11,5852,12956,14,-2.34730170056831
lovers,7,2,0,12555,1016,9,1.9333790059946538
paccard,0,1,0,991,1017,1,
filippo,0,2,0,992,1018,2,0.0
four,7,5,10,12556,12890,22,-0.4945435103950165
philippa,0,5,0,993,1019,5,0.0
miserably,0,1,1,994,5956,2,-0.6673261990894029
spielberg,20,1,3,13194,11339,24,3.0042972859717807
cover,2,3,4,9997,11919,9,-0.4113080132189033
tranquility,0,1,0,995,1020,1,0.0
mates,0,1,0,996,1021,1,0.0
unequal,0,1,0,997,1022,1,0.0
lola,0,1,2,998,10145,3,-1.034050846569067
unplanned,0,1,0,999,1023,1,0.0
directed,16,2,15,13112,13109,33,0.07329694295087838
kubrick,4,1,0,11793,1024,5,1.0807337250505138
ignore,1,1,2,5853,10146,4,-0.4256702563032298
among,9,2,3,12783,11340,14,1.0518895407048123
places,3,1,2,11167,10147,6,0.2269212974779867
likes,3,1,0,11168,1025,4,1.2136947208820563
build,5,1,4,12155,11920,10,0.16581747413094453
voiced,0,1,0,1000,1026,1,0.0
stranger,3,2,0,11169,1027,5,1.264704348122679
beloved,4,2,1,11794,5957,7,1.1315368623693458
doomed,0,1,0,1001,1028,1,0.0
stores,1,1,1,5854,5958,3,-0.006355019365511976
gerald,1,1,0,5855,1029,2,0.6431252146798472
disappear,0,1,1,1002,5959,2,-0.7153112169720073
knock,1,1,2,5856,10148,4,-0.514046135116374
developer,0,1,0,1003,1030,1,0.0
superhero,1,1,0,5857,1031,2,0.7302980580124632
neighborhood,3,3,0,11170,1032,6,1.0076443787865839
recover,0,2,0,1004,1033,2,0.0
crucial,2,1,2,9998,10149,5,-0.029174724187046645
mr,19,5,9,13173,12826,33,1.4884295162752303
looks,8,1,20,12689,13191,29,-2.005265641358395
scheck,0,1,0,1005,1034,1,0.0
plex,0,1,1,1006,5960,2,-0.7083535554840544
kubik,0,2,0,1007,1035,2,0.0
jackie,0,1,0,1008,1036,1,0.0
eyewitnesses,0,1,0,1009,1037,1,0.0
marines,0,1,0,1010,1038,1,0.0
assigned,1,3,1,5858,5961,5,-0.013413920739432218
claire,1,3,0,5859,1039,4,0.6043368394306624
system,2,2,2,9999,10150,6,-0.007650459731650463
powered,1,1,1,5860,5962,3,-0.007256578170890068
unconventional,1,2,0,5861,1040,3,0.7162778486932398
revealed,0,2,1,1011,5963,3,-0.5164234536161828
upside,0,3,0,1012,1041,3,0.0
ears,0,1,2,1013,10151,3,-1.007856650455731
died,1,2,3,5862,11341,6,-0.6036312687403197
military,3,4,2,11171,10152,9,0.20218033074411063
latin,1,1,2,5863,10153,4,-0.319967158509465
conveniently,0,1,0,1014,1042,1,0.0
wet,1,1,3,5864,11342,5,-0.6802665947920838
chapman,0,2,0,1015,1043,2,0.0
navigate,0,1,0,1016,1044,1,0.0
grimes,0,1,0,1017,1045,1,0.0
villagers,0,1,0,1018,1046,1,0.0
rather,25,3,26,13246,13248,54,-0.23498368188713045
directing,2,2,3,10000,11343,7,-0.4531190680744099
reduced,1,1,1,5865,5964,3,-0.01247413934880728
executives,1,1,0,5866,1047,2,0.5776981948195646
val,0,2,0,1019,1048,2,0.0
producers,1,1,4,5867,11921,6,-1.0863369792122641
disability,0,1,0,1020,1049,1,0.0
commercials,1,1,0,5868,1050,2,0.6926667593604099
blind,0,3,3,1021,11344,6,-1.1466493848406347
studio,7,3,3,12557,11345,13,0.830965493382184
temporarily,0,1,0,1022,1051,1,0.0
knowing,2,2,2,10001,10154,6,-0.027105171263538782
paranoia,1,1,0,5869,1052,2,0.7274889988431896
allen,11,1,9,12928,12827,21,0.3291014698035439
woody,3,1,9,11172,12828,13,-1.6538017207811546
waxman,0,1,0,1023,1053,1,0.0
widower,0,1,0,1024,1054,1,0.0
contractor,0,1,0,1025,1055,1,0.0
bar,0,1,2,1026,10155,3,-0.47174030391246813
plans,0,3,0,1027,1056,3,0.0
cramped,0,1,0,1028,1057,1,0.0
casual,3,2,2,11173,10156,7,0.3213877609113677
essentially,4,1,4,11795,11922,9,-0.045564418103934384
slice,6,2,1,12381,5965,9,1.584002479462779
relationships,6,4,3,12382,11346,13,0.7193039097548496
indifferent,0,1,1,1029,5966,2,-0.7481441931046001
virginia,0,2,0,1030,1058,2,0.0
eyes,8,2,2,12690,10157,12,1.2741085026824737
thirty,0,1,2,1031,10158,3,-0.9183878769599315
namely,1,1,0,5870,1059,2,0.6142490941025041
pushing,0,1,1,1032,5967,2,-0.650218882714447
clash,1,1,0,5871,1060,2,0.6928586696785564
rick,1,2,0,5872,1061,3,0.4883390244804867
rugged,1,1,0,5873,1062,2,0.6882367010323392
assertive,1,1,0,5874,1063,2,0.6756084021416452
beth,0,5,0,1033,1064,5,0.0
motherhood,0,1,0,1034,1065,1,0.0
wonders,3,1,0,11174,1066,4,1.2668248785214076
fling,0,1,1,1035,5968,2,-0.7131456803010817
bartender,0,1,0,1036,1067,1,0.0
oliver,2,1,0,10002,1068,3,0.93602634515825
parlay,0,1,0,1037,1069,1,0.0
thing,17,4,45,13142,13347,66,-3.130248139037617
hearts,5,1,1,12156,5969,7,1.2609007427111372
jersey,0,1,3,1038,11347,4,-0.8266559327037784
rounding,0,1,0,1039,1070,1,0.0
debby,0,4,0,1040,1071,4,0.0
flirts,1,1,0,5875,1072,2,0.5541283390621443
bittersweet,2,1,0,10003,1073,3,0.8909616219910976
favorite,1,1,1,5876,5970,3,-0.009245551651900196
peace,1,3,0,5877,1074,4,0.2925352626373063
desire,3,1,1,11175,5971,5,0.6828005073377615
bit,23,1,17,13225,13149,41,0.6949069664701449
reprise,0,1,0,1041,1075,1,0.0
documents,0,1,0,1042,1076,1,0.0
alt,0,1,1,1043,5972,2,-0.5697252438526808
foxtrot,0,2,0,1044,1077,2,0.0
featured,0,1,1,1045,5973,2,-0.2625844604270219
wilco,7,2,2,12558,10159,11,1.509251181866213
strays,1,1,1,5878,5974,3,-0.025150235770746248
departing,0,1,0,1046,1078,1,0.0
documentry,0,1,0,1047,1079,1,0.0
jones,12,2,0,12985,1080,14,2.424489527716883
versus,1,1,1,5879,5975,3,-0.016440567491278146
conglomerates,0,1,0,1048,1081,1,0.0
album,2,2,2,10004,10160,6,-0.015866677083953392
conflict,8,1,4,12691,11923,13,0.9026229411552714
yhf,0,1,0,1049,1082,1,
driven,4,3,2,11796,10161,9,0.6007553864725789
yankee,0,2,1,1050,5976,3,-0.6887398711391997
hotel,0,4,0,1051,1083,4,0.0
song,2,1,4,10005,11924,7,-0.4695768665078546
espionage,0,1,0,1052,1084,1,0.0
equal,6,1,1,12383,5977,8,1.2558438759759813
catch,9,5,6,12784,12449,20,0.6182783900432965
treacherous,0,1,1,1053,5978,2,-0.6923527508911418
robinson,1,1,1,5880,5979,3,-0.017109671562172198
prototype,0,1,0,1054,1085,1,0.0
switchblade,0,1,1,1055,5980,2,-0.5922079804004412
illegal,0,1,0,1056,1086,1,0.0
called,0,10,11,1057,12957,21,-1.8870696909432996
foil,1,1,0,5881,1087,2,0.6667670733594927
fighter,0,1,0,1058,1088,1,0.0
yet,29,6,17,13275,13150,52,1.3083044910602042
humor,42,1,30,13338,13287,73,1.2249017946191862
skill,4,1,3,11797,11348,8,0.2708117236452923
dealers,0,1,0,1059,1089,1,0.0
plane,1,1,0,5882,1090,2,0.4446120311739145
civilian,0,2,0,1060,1091,2,0.0
cocky,2,1,2,10006,10162,5,-0.03572978197915612
parts,4,1,3,11798,11349,8,0.1635683436731613
wilson,1,1,7,5883,12622,9,-1.6083209067093323
gundars,0,1,0,1061,1092,1,
champion,2,1,1,10007,5981,4,0.382108395642548
boxing,1,3,3,5884,11350,7,-0.8423684601911579
spies,0,2,1,1062,5982,3,-0.6552033700137435
stealth,0,1,0,1063,1093,1,0.0
expect,10,2,7,12864,12623,19,0.5440296518526554
sophisticated,6,2,1,12384,5983,9,1.53010094730463
created,7,1,6,12559,12450,14,0.13835885443393975
owen,0,1,2,1064,10163,3,-1.032382858255734
alex,0,2,0,1065,1094,2,0.0
murphy,5,2,12,12157,13002,19,-1.626603224189132
claiming,0,1,0,1066,1095,1,0.0
jumps,2,1,0,10008,1096,3,1.033019921724844
tigers,0,2,0,1067,1097,2,0.0
attacked,0,2,0,1068,1098,2,0.0
river,0,1,0,1069,1099,1,0.0
talking,4,1,3,11799,11351,8,0.22674988717886355
immigrating,0,1,0,1070,1100,1,0.0
reluctantly,0,1,0,1071,1101,1,0.0
scurrying,0,1,0,1072,1102,1,0.0
deadly,2,2,3,10009,11352,7,-0.434635231126725
sloth,0,2,0,1073,1103,2,0.0
climates,0,1,0,1074,1104,1,0.0
scrat,0,1,0,1075,1105,1,0.0
overrun,2,1,1,10010,5984,4,0.5234464691018321
stupid,2,1,16,10011,13131,19,-2.8026988601325162
our,42,3,11,13339,12958,56,1.837104024195335
upcoming,0,1,0,1076,1106,1,0.0
loving,3,2,2,11176,10164,7,0.3387494192234984
animals,0,5,2,1077,10165,7,-0.5338971171876705
manny,0,3,0,1078,1107,3,0.0
entering,0,1,0,1079,1108,1,1.6000273086750154e-15
rescued,0,1,0,1080,1109,1,0.0
sleeping,0,1,2,1081,10166,3,-0.9206953421867958
woolly,2,1,0,10012,1110,3,0.7904597144556248
earth,5,6,4,12158,11925,15,0.17831386571488972
glaciers,0,1,0,1082,1111,1,0.0
acorn,0,1,0,1083,1112,1,0.0
braving,0,1,0,1084,1113,1,0.0
baby,4,4,1,11800,5985,9,0.528870598522835
else,4,2,17,11801,13151,23,-2.038412761634623
ice,10,4,9,12865,12829,23,0.1244111781655214
kinds,2,1,0,10013,1114,3,0.6365044284097864
humans,0,4,0,1085,1115,4,0.0
awaking,0,1,0,1086,1116,1,0.0
planet,7,6,2,12560,10167,15,1.2393156996505867
mammoth,0,2,0,1087,1117,2,0.0
squirrel,0,1,0,1088,1118,1,0.0
age,18,3,10,13155,12891,31,0.9952628224794027
saber,0,2,0,1089,1119,2,0.0
sid,1,3,0,5885,1120,4,0.6730555193778154
impending,1,1,0,5886,1121,2,0.7290198784834612
drowns,0,1,2,1090,10168,3,-0.6117716387088333
toothed,0,2,0,1091,1122,2,0.0
elements,7,1,7,12561,12624,15,-0.05213887646081458
schools,0,1,1,1092,5986,2,-0.19788308168996416
performance,53,1,19,13370,13183,73,3.181103676373437
caulfield,0,1,1,1093,5987,2,-0.6923157330872428
comic,23,2,13,13226,13050,38,1.4724207961311089
better,41,2,48,13333,13355,91,-0.7768178859158277
smack,0,1,0,1094,1123,1,0.0
holds,4,2,4,11802,11926,10,-0.04155123090543597
absorbed,1,2,0,5887,1124,3,0.7038622787059642
republican,0,1,0,1095,1125,1,0.0
far,32,2,34,13295,13310,68,-0.34422421869239367
expectation,1,1,1,5888,5988,3,-0.021355775573233194
russel,0,1,0,1096,1126,1,0.0
cancer,0,1,0,1097,1127,1,0.0
flunking,0,1,0,1098,1128,1,0.0
darkly,3,1,1,11177,5989,5,0.9106018384530357
veers,1,1,3,5889,11353,5,-0.9803326567044145
trophy,0,1,0,1099,1129,1,0.0
older,4,2,5,11803,12230,11,-0.27036093068451605
oppressive,1,2,1,5890,5990,4,-0.024508744552493834
bohemian,0,1,1,1100,5991,2,-0.7452080845104117
sookie,0,1,0,1101,1130,1,0.0
deviant,0,1,1,1102,5992,2,-0.565461655455611
dealing,1,1,3,5891,11354,5,-0.7374090014301631
slocumb,0,1,0,1103,1131,1,0.0
terminally,1,1,2,5892,10169,4,-0.5852307277415967
misfit,0,1,0,1104,1132,1,0.0
prep,0,1,1,1105,5993,2,-0.5938746080207086
igby,5,6,0,12159,1133,11,0.5229262849003447
truly,9,2,10,12785,12892,21,-0.2760368167104901
